;No;Top Label;Label Num;Label;Loss;Time;bird;frog;prediction;confuse_bird_bird;confuse_bird_frog;confuse_frog_bird;confuse_frog_frog
1538;121538;others;0;bird;6.198883056640625e-06;11-02-2020 10:21:51;6.086014;-5.9287589999999994;bird;1;0;0;0
1539;121539;others;1;frog;0.0;11-02-2020 10:21:51;-7.4119720000000004;7.702926;frog;0;0;0;1
1540;121540;others;1;frog;0.0;11-02-2020 10:21:51;-7.9203753;8.230333;frog;0;0;0;1
1541;121541;others;1;frog;0.0;11-02-2020 10:21:51;-7.9203753;8.230333;frog;0;0;0;1
1542;121542;others;1;frog;0.0;11-02-2020 10:21:51;-8.169095;8.352550500000001;frog;0;0;0;1
1543;121543;others;1;frog;6.039937488822034e-06;11-02-2020 10:21:51;5.744485;-5.3322077000000005;bird;0;0;1;0
1544;121544;others;1;frog;6.039937488822034e-06;11-02-2020 10:21:51;5.744485;-5.3322077000000005;bird;0;0;1;0
1545;121545;others;0;bird;6.039937488822034e-06;11-02-2020 10:21:51;5.744485;-5.3322077000000005;bird;1;0;0;0
1546;121546;others;1;frog;0.00040686130523681635;11-02-2020 10:21:51;-5.1668825;5.2152042000000005;frog;0;0;0;1
1547;121547;others;1;frog;0.00040686130523681635;11-02-2020 10:21:51;-5.1668825;5.2152042000000005;frog;0;0;0;1
1548;121548;others;1;frog;0.0;11-02-2020 10:21:51;-13.414154000000002;13.788256;frog;0;0;0;1
1549;121549;others;0;bird;0.0;11-02-2020 10:21:51;8.019150999999999;-8.018807;bird;1;0;0;0
1550;121550;others;0;bird;0.0;11-02-2020 10:21:51;10.069953;-9.832965;bird;1;0;0;0
1551;121551;others;1;frog;0.0;11-02-2020 10:21:51;11.241636999999999;-11.010241;bird;0;0;1;0
1552;121552;others;0;bird;0.0;11-02-2020 10:21:51;11.241636999999999;-11.010241;bird;1;0;0;0
1553;121553;others;0;bird;4.76837158203125e-07;11-02-2020 10:21:51;14.411871;-14.204673999999999;bird;1;0;0;0
1554;121554;others;0;bird;4.76837158203125e-07;11-02-2020 10:21:51;14.411871;-14.204673999999999;bird;1;0;0;0
1555;121555;others;0;bird;0.00041397413588128973;11-02-2020 10:21:51;14.924118;-14.464303;bird;1;0;0;0
1556;121556;others;0;bird;0.00041397413588128973;11-02-2020 10:21:51;14.924118;-14.464303;bird;1;0;0;0
1557;121557;others;0;bird;0.00041397413588128973;11-02-2020 10:21:51;14.924118;-14.464303;bird;1;0;0;0
1558;121558;others;0;bird;8.900959983293433e-06;11-02-2020 10:21:51;12.077038;-11.8593235;bird;1;0;0;0
1559;121559;others;0;bird;8.900959983293433e-06;11-02-2020 10:21:51;12.077038;-11.8593235;bird;1;0;0;0
1560;121560;others;0;bird;8.900959983293433e-06;11-02-2020 10:21:51;12.077038;-11.8593235;bird;1;0;0;0
1561;121561;others;0;bird;0.002857685089111328;11-02-2020 10:21:51;2.9782848;-2.8780437;bird;1;0;0;0
1562;121562;others;0;bird;0.0;11-02-2020 10:21:51;9.334631;-8.859855;bird;1;0;0;0
1563;121563;others;1;frog;0.0013178189983591435;11-02-2020 10:21:51;12.929739999999999;-12.875939;bird;0;0;1;0
1564;121564;others;1;frog;0.0013178189983591435;11-02-2020 10:21:51;12.929739999999999;-12.875939;bird;0;0;1;0
1565;121565;others;0;bird;0.0013178189983591435;11-02-2020 10:21:51;12.929739999999999;-12.875939;bird;1;0;0;0
1566;121566;others;0;bird;0.0;11-02-2020 10:21:51;-14.112535999999999;14.585515;frog;0;1;0;0
1567;121567;others;1;frog;0.0;11-02-2020 10:21:51;-14.112535999999999;14.585515;frog;0;0;0;1
1568;121568;others;1;frog;0.0008597373962402344;11-02-2020 10:21:51;-9.915018;10.2576275;frog;0;0;0;1
1569;121569;others;0;bird;0.0008597373962402344;11-02-2020 10:21:51;-9.915018;10.2576275;frog;0;1;0;0
1570;121570;others;1;frog;0.0008597373962402344;11-02-2020 10:21:51;-9.915018;10.2576275;frog;0;0;0;1
1571;121571;others;0;bird;0.0006575584411621094;11-02-2020 10:21:51;3.8496652;-3.477185;bird;1;0;0;0
1572;121572;others;0;bird;0.00199127197265625;11-02-2020 10:21:51;3.0946789;-3.1233177000000003;bird;1;0;0;0
1573;121573;others;0;bird;3.337860107421875e-06;11-02-2020 10:21:51;6.3041205;-6.2788496;bird;1;0;0;0
1574;121574;others;0;bird;0.0;11-02-2020 10:21:52;11.363605999999999;-11.294372000000001;bird;1;0;0;0
1575;121575;others;1;frog;0.0;11-02-2020 10:21:52;-15.077147;15.406348999999999;frog;0;0;0;1
1576;121576;others;0;bird;0.0;11-02-2020 10:21:52;17.594720000000002;-17.260187;bird;1;0;0;0
1577;121577;others;0;bird;4.291534423828125e-06;11-02-2020 10:21:52;6.297694;-6.08268;bird;1;0;0;0
1578;121578;others;0;bird;0.0;11-02-2020 10:21:52;11.662224;-11.575477000000001;bird;1;0;0;0
1579;121579;others;0;bird;4.243850708007813e-05;11-02-2020 10:21:52;5.1091050000000005;-4.9582915000000005;bird;1;0;0;0
1580;121580;others;1;frog;0.0;11-02-2020 10:21:52;-8.966714999999999;8.981061;frog;0;0;0;1
1581;121581;others;1;frog;9.5367431640625e-06;11-02-2020 10:21:52;-5.665108;5.895633999999999;frog;0;0;0;1
1582;121582;others;1;frog;0.0;11-02-2020 10:21:52;-10.712987;11.037798;frog;0;0;0;1
1583;121583;others;1;frog;0.00011539459228515625;11-02-2020 10:21:52;-4.4925013;4.575978;frog;0;0;0;1
1584;121584;others;0;bird;5.7220458984375e-06;11-02-2020 10:21:52;6.151544;-5.9039025;bird;1;0;0;0
1585;121585;others;1;frog;1.0967254638671877e-05;11-02-2020 10:21:52;-5.654944;5.7752066;frog;0;0;0;1
1586;121586;others;0;bird;0.0003056526184082031;11-02-2020 10:21:52;3.6175322999999997;-3.7820494;bird;1;0;0;0
1587;121587;others;0;bird;0.0003056526184082031;11-02-2020 10:21:52;3.6175322999999997;-3.7820494;bird;1;0;0;0
1588;121588;others;1;frog;3.194808959960937e-05;11-02-2020 10:21:52;-5.126793;5.224115;frog;0;0;0;1
1589;121589;others;0;bird;1.8596649169921875e-05;11-02-2020 10:21:52;5.581144;-5.3166733;bird;1;0;0;0
1590;121590;others;1;frog;2.384185791015625e-07;11-02-2020 10:21:52;-7.2494130000000006;7.5227532;frog;0;0;0;1
1591;121591;others;1;frog;2.384185791015625e-07;11-02-2020 10:21:52;-7.2494130000000006;7.5227532;frog;0;0;0;1
1592;121592;others;1;frog;0.0008330345153808594;11-02-2020 10:21:52;-3.3507776;3.7391984;frog;0;0;0;1
1593;121593;others;1;frog;6.198883056640625e-06;11-02-2020 10:21:52;-16.038548000000002;16.382189;frog;0;0;0;1
1594;121594;others;1;frog;6.198883056640625e-06;11-02-2020 10:21:52;-16.038548000000002;16.382189;frog;0;0;0;1
1595;121595;others;1;frog;0.0;11-02-2020 10:21:52;-8.524863999999999;8.758;frog;0;0;0;1
1596;121596;others;0;bird;4.506111145019531e-05;11-02-2020 10:21:52;6.291622;-6.1483517;bird;1;0;0;0
1597;121597;others;0;bird;4.506111145019531e-05;11-02-2020 10:21:52;6.291622;-6.1483517;bird;1;0;0;0
1598;121598;others;0;bird;0.0;11-02-2020 10:21:52;17.606403;-17.405827;bird;1;0;0;0
1599;121599;others;1;frog;2.6226043701171875e-06;11-02-2020 10:21:52;6.101872;-6.022918;bird;0;0;1;0
1600;121600;others;0;bird;2.6226043701171875e-06;11-02-2020 10:21:52;6.101872;-6.022918;bird;1;0;0;0
1601;121601;others;1;frog;0.0;11-02-2020 10:21:52;-8.283669;8.511087;frog;0;0;0;1
1602;121602;others;1;frog;0.0;11-02-2020 10:21:52;-8.283669;8.511087;frog;0;0;0;1
1603;121603;others;1;frog;0.0;11-02-2020 10:21:52;10.449608999999999;-10.394198;bird;0;0;1;0
1604;121604;others;0;bird;0.0;11-02-2020 10:21:52;10.449608999999999;-10.394198;bird;1;0;0;0
1605;121605;others;0;bird;1.430511474609375e-06;11-02-2020 10:21:52;6.704675;-6.729238499999999;bird;1;0;0;0
1606;121606;others;0;bird;0.0003194808959960937;11-02-2020 10:21:52;4.0327196;-4.0159345;bird;1;0;0;0
1607;121607;others;1;frog;0.0004026889801025391;11-02-2020 10:21:52;-3.8296134;3.9874517999999997;frog;0;0;0;1
1608;121608;others;0;bird;0.0;11-02-2020 10:21:52;7.831580000000001;-7.8072743000000004;bird;1;0;0;0
1609;121609;others;1;frog;0.0;11-02-2020 10:21:52;7.7192172999999995;-7.602070299999999;bird;0;0;1;0
1610;121610;others;0;bird;0.0;11-02-2020 10:21:52;7.7192172999999995;-7.602070299999999;bird;1;0;0;0
1611;121611;others;1;frog;4.76837158203125e-07;11-02-2020 10:21:52;-7.250571000000001;7.066136;frog;0;0;0;1
1612;121612;others;1;frog;9.5367431640625e-07;11-02-2020 10:21:52;-7.0300044999999995;6.984039999999999;frog;0;0;0;1
1613;121613;others;0;bird;0.0;11-02-2020 10:21:52;-8.730984;8.858525;frog;0;1;0;0
1614;121614;others;1;frog;0.0;11-02-2020 10:21:52;-8.730984;8.858525;frog;0;0;0;1
1615;121615;others;0;bird;1.430511474609375e-05;11-02-2020 10:21:52;12.590389;-12.525013000000001;bird;1;0;0;0
1616;121616;others;0;bird;1.430511474609375e-05;11-02-2020 10:21:52;12.590389;-12.525013000000001;bird;1;0;0;0
1617;121617;others;0;bird;1.430511474609375e-05;11-02-2020 10:21:52;12.590389;-12.525013000000001;bird;1;0;0;0
1618;121618;others;0;bird;0.0;11-02-2020 10:21:52;8.525216;-8.385621;bird;1;0;0;0
1619;121619;others;0;bird;0.0;11-02-2020 10:21:52;25.30229;-24.830795000000002;bird;1;0;0;0
1620;121620;others;0;bird;0.0;11-02-2020 10:21:52;12.684891;-12.3239765;bird;1;0;0;0
1621;121621;others;0;bird;0.0;11-02-2020 10:21:52;12.684891;-12.3239765;bird;1;0;0;0
1622;121622;others;0;bird;1.9073486328125e-06;11-02-2020 10:21:52;6.611275;-6.5201497;bird;1;0;0;0
1623;121623;others;0;bird;4.76837158203125e-07;11-02-2020 10:21:52;7.436664599999999;-7.3009205;bird;1;0;0;0
1624;121624;others;1;frog;0.000606536865234375;11-02-2020 10:21:52;-3.5217388;3.8858836;frog;0;0;0;1
1625;121625;others;1;frog;0.0003457069396972656;11-02-2020 10:21:52;13.45059;-12.991889;bird;0;0;1;0
1626;121626;others;0;bird;0.0003457069396972656;11-02-2020 10:21:52;13.45059;-12.991889;bird;1;0;0;0
1627;121627;others;0;bird;0.0;11-02-2020 10:21:52;-8.664124000000001;9.008539;frog;0;1;0;0
1628;121628;others;1;frog;0.0;11-02-2020 10:21:52;-8.664124000000001;9.008539;frog;0;0;0;1
1629;121629;others;1;frog;0.0014251470565795898;11-02-2020 10:21:52;2.9964277999999998;-2.8631055;bird;0;0;1;0
1630;121630;others;0;bird;0.0014251470565795898;11-02-2020 10:21:52;2.9964277999999998;-2.8631055;bird;1;0;0;0
1631;121631;others;0;bird;4.76837158203125e-06;11-02-2020 10:21:52;6.1576133;-6.0734816;bird;1;0;0;0
1632;121632;others;1;frog;2.384185791015625e-07;11-02-2020 10:21:52;-7.3006673;7.449889;frog;0;0;0;1
1633;121633;others;1;frog;2.384185791015625e-07;11-02-2020 10:21:52;-7.3006673;7.449889;frog;0;0;0;1
1634;121634;others;0;bird;4.76837158203125e-07;11-02-2020 10:21:52;7.299979700000001;-7.375516999999999;bird;1;0;0;0
1635;121635;others;0;bird;0.002814531326293945;11-02-2020 10:21:52;-2.3999102000000003;2.3719287000000002;frog;0;1;0;0
1636;121636;others;1;frog;0.002814531326293945;11-02-2020 10:21:52;-2.3999102000000003;2.3719287000000002;frog;0;0;0;1
1637;121637;others;1;frog;0.002814531326293945;11-02-2020 10:21:52;-2.3999102000000003;2.3719287000000002;frog;0;0;0;1
1638;121638;others;0;bird;0.0;11-02-2020 10:21:52;-9.386546000000001;9.534135000000001;frog;0;1;0;0
1639;121639;others;1;frog;0.0;11-02-2020 10:21:52;-9.386546000000001;9.534135000000001;frog;0;0;0;1
1640;121640;others;1;frog;0.0;11-02-2020 10:21:52;-9.352074;9.707136;frog;0;0;0;1
1641;121641;others;0;bird;0.0;11-02-2020 10:21:52;10.062824;-10.088767;bird;1;0;0;0
1642;121642;others;0;bird;9.5367431640625e-06;11-02-2020 10:21:52;5.8127437;-5.759968;bird;1;0;0;0
1643;121643;others;1;frog;0.0;11-02-2020 10:21:52;15.313447;-14.934388;bird;0;0;1;0
1644;121644;others;0;bird;0.0;11-02-2020 10:21:52;15.313447;-14.934388;bird;1;0;0;0
1645;121645;others;1;frog;0.0003070831298828125;11-02-2020 10:21:52;-3.8821995000000005;4.206482;frog;0;0;0;1
1646;121646;others;0;bird;0.0004172325134277344;11-02-2020 10:21:52;3.9638247000000004;-3.817994;bird;1;0;0;0
1647;121647;others;0;bird;0.0;11-02-2020 10:21:52;18.763994;-18.69088;bird;1;0;0;0
1648;121648;others;0;bird;0.00046706199645996094;11-02-2020 10:21:52;3.8903186;-3.7788470000000003;bird;1;0;0;0
1649;121649;others;1;frog;0.0;11-02-2020 10:21:52;-8.781500999999999;9.187917;frog;0;0;0;1
1650;121650;others;1;frog;0.0;11-02-2020 10:21:52;-8.781500999999999;9.187917;frog;0;0;0;1
1651;121651;others;1;frog;2.86102294921875e-05;11-02-2020 10:21:52;-5.1936230000000005;5.270354;frog;0;0;0;1
1652;121652;others;1;frog;0.0003895163536071777;11-02-2020 10:21:52;9.0462475;-9.132711;bird;0;0;1;0
1653;121653;others;1;frog;0.0003895163536071777;11-02-2020 10:21:52;9.0462475;-9.132711;bird;0;0;1;0
1654;121654;others;0;bird;0.0003895163536071777;11-02-2020 10:21:52;9.0462475;-9.132711;bird;1;0;0;0
1655;121655;others;0;bird;0.0003895163536071777;11-02-2020 10:21:52;9.0462475;-9.132711;bird;1;0;0;0
1656;121656;others;1;frog;2.956390380859375e-05;11-02-2020 10:21:52;-5.178001;5.2507577;frog;0;0;0;1
1657;121657;others;1;frog;5.245208740234375e-06;11-02-2020 10:21:52;-5.577744;5.897043;frog;0;0;0;1
1658;121658;others;1;frog;5.245208740234375e-06;11-02-2020 10:21:52;-5.577744;5.897043;frog;0;0;0;1
1659;121659;others;0;bird;0.0006144046783447267;11-02-2020 10:21:52;3.7870946000000005;-3.6074553;bird;1;0;0;0
1660;121660;others;1;frog;8.678436279296875e-05;11-02-2020 10:21:52;7.415562599999999;-7.182869;bird;0;0;1;0
1661;121661;others;0;bird;8.678436279296875e-05;11-02-2020 10:21:52;7.415562599999999;-7.182869;bird;1;0;0;0
1662;121662;others;1;frog;4.816055297851562e-05;11-02-2020 10:21:52;-4.848901000000001;5.0901227;frog;0;0;0;1
1663;121663;others;1;frog;0.0002813339233398437;11-02-2020 10:21:52;-3.4859483;3.5917199;frog;0;0;0;1
1664;121664;others;1;frog;0.0002813339233398437;11-02-2020 10:21:52;-3.4859483;3.5917199;frog;0;0;0;1
1665;121665;others;1;frog;0.0002813339233398437;11-02-2020 10:21:52;-3.4859483;3.5917199;frog;0;0;0;1
1666;121666;others;1;frog;8.424122825090308e-06;11-02-2020 10:21:52;6.886563000000001;-6.403842;bird;0;0;1;0
1667;121667;others;1;frog;8.424122825090308e-06;11-02-2020 10:21:52;6.886563000000001;-6.403842;bird;0;0;1;0
1668;121668;others;0;bird;8.424122825090308e-06;11-02-2020 10:21:52;6.886563000000001;-6.403842;bird;1;0;0;0
1669;121669;others;1;frog;0.0;11-02-2020 10:21:52;-15.741987;16.068619;frog;0;0;0;1
1670;121670;others;0;bird;0.0;11-02-2020 10:21:52;7.614960000000001;-7.483538;bird;1;0;0;0
1671;121671;others;0;bird;7.94728578057402e-07;11-02-2020 10:21:52;7.555300999999999;-7.6596866;bird;1;0;0;0
1672;121672;others;0;bird;7.94728578057402e-07;11-02-2020 10:21:52;7.555300999999999;-7.6596866;bird;1;0;0;0
1673;121673;others;0;bird;7.94728578057402e-07;11-02-2020 10:21:52;7.555300999999999;-7.6596866;bird;1;0;0;0
1674;121674;others;1;frog;0.0;11-02-2020 10:21:52;-8.212275;8.306602;frog;0;0;0;1
1675;121675;others;0;bird;3.0994415283203125e-06;11-02-2020 10:21:52;-5.950551;6.0263724000000005;frog;0;1;0;0
1676;121676;others;1;frog;3.0994415283203125e-06;11-02-2020 10:21:52;-5.950551;6.0263724000000005;frog;0;0;0;1
1677;121677;others;0;bird;3.814697265625e-06;11-02-2020 10:21:52;6.156019000000001;-6.2599279999999995;bird;1;0;0;0
1678;121678;others;0;bird;3.814697265625e-06;11-02-2020 10:21:52;6.156019000000001;-6.2599279999999995;bird;1;0;0;0
1679;121679;others;0;bird;0.00026857852935791016;11-02-2020 10:21:52;-5.9832472999999995;6.266215;frog;0;1;0;0
1680;121680;others;1;frog;0.00026857852935791016;11-02-2020 10:21:52;-5.9832472999999995;6.266215;frog;0;0;0;1
1681;121681;others;0;bird;1.9073486328125e-06;11-02-2020 10:21:52;6.686373;-6.4653410000000004;bird;1;0;0;0
1682;121682;others;1;frog;0.0006306171417236327;11-02-2020 10:21:52;9.726336;-9.681738000000001;bird;0;0;1;0
1683;121683;others;0;bird;0.0006306171417236327;11-02-2020 10:21:52;9.726336;-9.681738000000001;bird;1;0;0;0
1684;121684;others;0;bird;3.528594970703125e-05;11-02-2020 10:21:52;5.3296366;-4.91771;bird;1;0;0;0
1685;121685;others;1;frog;1.6689300537109375e-06;11-02-2020 10:21:52;-12.047583;12.3775215;frog;0;0;0;1
1686;121686;others;1;frog;1.6689300537109375e-06;11-02-2020 10:21:52;-12.047583;12.3775215;frog;0;0;0;1
1687;121687;others;0;bird;1.9073486328125e-06;11-02-2020 10:21:52;6.813626299999999;-6.391728400000001;bird;1;0;0;0
1688;121688;others;1;frog;0.0;11-02-2020 10:21:52;-12.476138;12.971142;frog;0;0;0;1
1689;121689;others;0;bird;0.0004992485046386719;11-02-2020 10:21:52;8.529578;-8.389512;bird;1;0;0;0
1690;121690;others;0;bird;0.0004992485046386719;11-02-2020 10:21:52;8.529578;-8.389512;bird;1;0;0;0
1691;121691;others;0;bird;0.0017001628875732422;11-02-2020 10:21:52;3.345251;-3.0309691;bird;1;0;0;0
1692;121692;others;1;frog;2.384185791015625e-07;11-02-2020 10:21:52;-9.282933;9.963361;frog;0;0;0;1
1693;121693;others;1;frog;2.384185791015625e-07;11-02-2020 10:21:52;-9.282933;9.963361;frog;0;0;0;1
1694;121694;others;1;frog;2.6702880859375e-05;11-02-2020 10:21:52;-5.1128163;5.4139194;frog;0;0;0;1
1695;121695;others;0;bird;4.355112832854502e-05;11-02-2020 10:21:52;4.44605;-4.497999;bird;1;0;0;0
1696;121696;others;0;bird;4.355112832854502e-05;11-02-2020 10:21:52;4.44605;-4.497999;bird;1;0;0;0
1697;121697;others;0;bird;4.355112832854502e-05;11-02-2020 10:21:52;4.44605;-4.497999;bird;1;0;0;0
1698;121698;others;1;frog;2.384185791015625e-07;11-02-2020 10:21:52;-7.433314;7.561462;frog;0;0;0;1
1699;121699;others;1;frog;2.384185791015625e-07;11-02-2020 10:21:52;-7.433314;7.561462;frog;0;0;0;1
1700;121700;others;0;bird;6.651878356933594e-05;11-02-2020 10:21:52;4.764976;-4.7314606;bird;1;0;0;0
1701;121701;others;0;bird;6.651878356933594e-05;11-02-2020 10:21:52;4.764976;-4.7314606;bird;1;0;0;0
1702;121702;others;1;frog;0.0;11-02-2020 10:21:52;-8.019907;7.919419;frog;0;0;0;1
1703;121703;others;0;bird;0.0;11-02-2020 10:21:52;10.236374;-10.172872;bird;1;0;0;0
1704;121704;others;1;frog;0.0;11-02-2020 10:21:52;-7.8005914999999995;7.999577;frog;0;0;0;1
1705;121705;others;0;bird;0.0007584095001220702;11-02-2020 10:21:52;3.7055317999999997;-3.4784492999999994;bird;1;0;0;0
1706;121706;others;0;bird;5.006790161132813e-05;11-02-2020 10:21:52;5.013691000000001;-4.8915772;bird;1;0;0;0
1707;121707;others;1;frog;5.14984130859375e-05;11-02-2020 10:21:52;-4.932711599999999;4.9388237;frog;0;0;0;1
1708;121708;others;1;frog;0.0004754066467285156;11-02-2020 10:21:52;8.976111999999999;-8.90917;bird;0;0;1;0
1709;121709;others;0;bird;0.0004754066467285156;11-02-2020 10:21:52;8.976111999999999;-8.90917;bird;1;0;0;0
1710;121710;others;0;bird;0.0;11-02-2020 10:21:52;11.128759;-11.029405;bird;1;0;0;0
1711;121711;others;1;frog;0.001352071762084961;11-02-2020 10:21:52;-3.218426;3.3870242;frog;0;0;0;1
1712;121712;others;0;bird;0.0005060434341430664;11-02-2020 10:21:52;-11.504953;11.718076;frog;0;1;0;0
1713;121713;others;0;bird;0.0005060434341430664;11-02-2020 10:21:52;-11.504953;11.718076;frog;0;1;0;0
1714;121714;others;0;bird;0.0005060434341430664;11-02-2020 10:21:52;-11.504953;11.718076;frog;0;1;0;0
1715;121715;others;1;frog;0.0005060434341430664;11-02-2020 10:21:52;-11.504953;11.718076;frog;0;0;0;1
1716;121716;others;0;bird;0.0;11-02-2020 10:21:52;-9.192687;9.521347;frog;0;1;0;0
1717;121717;others;1;frog;0.0;11-02-2020 10:21:52;-9.192687;9.521347;frog;0;0;0;1
1718;121718;others;1;frog;0.0;11-02-2020 10:21:52;-12.950253;13.025735000000001;frog;0;0;0;1
1719;121719;others;1;frog;3.814697265625e-06;11-02-2020 10:21:52;-6.0670676;6.400492;frog;0;0;0;1
1720;121720;others;0;bird;0.0016609430313110352;11-02-2020 10:21:52;11.075111;-10.721997;bird;1;0;0;0
1721;121721;others;0;bird;0.0016609430313110352;11-02-2020 10:21:52;11.075111;-10.721997;bird;1;0;0;0
1722;121722;others;0;bird;0.0004055500030517578;11-02-2020 10:21:52;3.8427922999999997;-3.967374;bird;1;0;0;0
1723;121723;others;0;bird;0.0;11-02-2020 10:21:52;9.737579;-9.7728815;bird;1;0;0;0
1724;121724;others;0;bird;0.0005271434783935547;11-02-2020 10:21:52;3.8384757000000005;-3.7091906000000003;bird;1;0;0;0
1725;121725;others;0;bird;0.00034427642822265625;11-02-2020 10:21:52;4.045778299999999;-3.9278903;bird;1;0;0;0
1726;121726;others;0;bird;0.0;11-02-2020 10:21:52;-10.305335000000001;10.776826;frog;0;1;0;0
1727;121727;others;1;frog;0.0;11-02-2020 10:21:52;-10.305335000000001;10.776826;frog;0;0;0;1
1728;121728;others;1;frog;0.0;11-02-2020 10:21:52;-10.305335000000001;10.776826;frog;0;0;0;1
1729;121729;others;0;bird;0.0;11-02-2020 10:21:52;9.543039;-9.259895;bird;1;0;0;0
1730;121730;others;0;bird;3.743171691894531e-05;11-02-2020 10:21:52;-4.7440657999999996;4.756235;frog;0;1;0;0
1731;121731;others;1;frog;3.743171691894531e-05;11-02-2020 10:21:52;-4.7440657999999996;4.756235;frog;0;0;0;1
1732;121732;others;0;bird;0.0;11-02-2020 10:21:52;12.606913;-12.391146;bird;1;0;0;0
1733;121733;others;1;frog;7.390975952148436e-06;11-02-2020 10:21:52;12.69604;-12.27245;bird;0;0;1;0
1734;121734;others;0;bird;7.390975952148436e-06;11-02-2020 10:21:52;12.69604;-12.27245;bird;1;0;0;0
1735;121735;others;1;frog;4.76837158203125e-07;11-02-2020 10:21:52;-7.536377000000001;7.4789925;frog;0;0;0;1
1736;121736;others;0;bird;0.0;11-02-2020 10:21:52;16.918184;-16.539713;bird;1;0;0;0
1737;121737;others;0;bird;0.0;11-02-2020 10:21:52;13.501992000000001;-13.592395999999999;bird;1;0;0;0
1738;121738;others;1;frog;0.002879142761230469;11-02-2020 10:21:52;-2.8723805000000002;2.9764783;frog;0;0;0;1
1739;121739;others;1;frog;1.9073486328125e-06;11-02-2020 10:21:52;6.2115297;-5.8845315000000005;bird;0;0;1;0
1740;121740;others;1;frog;1.9073486328125e-06;11-02-2020 10:21:52;6.2115297;-5.8845315000000005;bird;0;0;1;0
1741;121741;others;0;bird;1.9073486328125e-06;11-02-2020 10:21:52;6.2115297;-5.8845315000000005;bird;1;0;0;0
1742;121742;others;0;bird;0.0;11-02-2020 10:21:52;9.635764;-9.478452;bird;1;0;0;0
1743;121743;others;0;bird;1.239776611328125e-05;11-02-2020 10:21:52;5.5961733;-5.679041000000001;bird;1;0;0;0
1744;121744;others;1;frog;0.0003676414489746094;11-02-2020 10:21:53;-3.6712458;4.237198;frog;0;0;0;1
1745;121745;others;1;frog;0.0;11-02-2020 10:21:53;-16.616972;17.20934;frog;0;0;0;1
1746;121746;others;1;frog;3.941853719879873e-05;11-02-2020 10:21:53;-4.5384707;4.870640799999999;frog;0;0;0;1
1747;121747;others;1;frog;3.941853719879873e-05;11-02-2020 10:21:53;-4.5384707;4.870640799999999;frog;0;0;0;1
1748;121748;others;1;frog;3.941853719879873e-05;11-02-2020 10:21:53;-4.5384707;4.870640799999999;frog;0;0;0;1
1749;121749;others;0;bird;0.0;11-02-2020 10:21:53;12.927556;-12.596128;bird;1;0;0;0
1750;121750;others;1;frog;4.76837158203125e-07;11-02-2020 10:21:53;-6.963161;7.360755;frog;0;0;0;1
1751;121751;others;0;bird;9.298324584960938e-05;11-02-2020 10:21:53;5.758716000000001;-5.731258400000001;bird;1;0;0;0
1752;121752;others;0;bird;9.298324584960938e-05;11-02-2020 10:21:53;5.758716000000001;-5.731258400000001;bird;1;0;0;0
1753;121753;others;0;bird;9.298324584960938e-05;11-02-2020 10:21:53;5.758716000000001;-5.731258400000001;bird;1;0;0;0
1754;121754;others;0;bird;5.435943603515625e-05;11-02-2020 10:21:53;4.9751153;-4.8459153;bird;1;0;0;0
1755;121755;others;0;bird;0.0001220703125;11-02-2020 10:21:53;4.656364;-4.354883999999999;bird;1;0;0;0
1756;121756;others;0;bird;2.0265579223632806e-05;11-02-2020 10:21:53;-6.191057700000001;6.330331299999999;frog;0;1;0;0
1757;121757;others;1;frog;2.0265579223632806e-05;11-02-2020 10:21:53;-6.191057700000001;6.330331299999999;frog;0;0;0;1
1758;121758;others;0;bird;1.2874603271484375e-05;11-02-2020 10:21:53;9.256977000000001;-9.19822;bird;1;0;0;0
1759;121759;others;0;bird;1.2874603271484375e-05;11-02-2020 10:21:53;9.256977000000001;-9.19822;bird;1;0;0;0
1760;121760;others;1;frog;6.628036499023438e-05;11-02-2020 10:21:53;-4.608537999999999;5.0124674;frog;0;0;0;1
1761;121761;others;1;frog;0.0;11-02-2020 10:21:53;-10.592143;10.789676;frog;0;0;0;1
1762;121762;others;1;frog;0.001057744026184082;11-02-2020 10:21:53;3.1960506;-2.9623337000000003;bird;0;0;1;0
1763;121763;others;0;bird;0.001057744026184082;11-02-2020 10:21:53;3.1960506;-2.9623337000000003;bird;1;0;0;0
1764;121764;others;1;frog;0.00013184547424316406;11-02-2020 10:21:53;-4.136554;4.103468;frog;0;0;0;1
1765;121765;others;1;frog;0.00013184547424316406;11-02-2020 10:21:53;-4.136554;4.103468;frog;0;0;0;1
1766;121766;others;0;bird;2.384185791015625e-06;11-02-2020 10:21:53;6.5222587999999995;-6.3622894;bird;1;0;0;0
1767;121767;others;1;frog;0.0;11-02-2020 10:21:53;-16.026003;16.19698;frog;0;0;0;1
1768;121768;others;0;bird;0.0;11-02-2020 10:21:53;7.962461500000001;-7.643254;bird;1;0;0;0
1769;121769;others;1;frog;0.0;11-02-2020 10:21:53;7.962461500000001;-7.643254;bird;0;0;1;0
1770;121770;others;0;bird;0.0;11-02-2020 10:21:53;7.962461500000001;-7.643254;bird;1;0;0;0
1771;121771;others;1;frog;0.0;11-02-2020 10:21:53;10.558691;-10.455584;bird;0;0;1;0
1772;121772;others;0;bird;0.0;11-02-2020 10:21:53;10.558691;-10.455584;bird;1;0;0;0
